v,s,insum,serr,vmod,smod,gaussian fit params,,
,,,,1177.0201,1.93E-09,,,
,,,,1178.0201,1.88E-09,,,
,,,,1179.0201,1.83E-09,,,
,,,,1180.0201,1.79E-09,,,
,,,,1181.0201,1.74E-09,,,
,,,,1182.0201,1.69E-09,,,
,,,,1183.0201,1.65E-09,,,
,,,,1184.0201,1.61E-09,,,
,,,,1185.0201,1.56E-09,,,
,,,,1186.0201,1.52E-09,,,
,,,,1187.0201,1.48E-09,,,
,,,,1188.0201,1.44E-09,,,
,,,,1189.0201,1.40E-09,,,
,,,,1190.0201,1.37E-09,,,
,,,,1191.0201,1.33E-09,,,
,,,,1192.0201,1.30E-09,,,
,,,,1193.0201,1.26E-09,,,
,,,,1194.0201,1.23E-09,,,
,,,,1195.0201,1.20E-09,,,
,,,,1196.0201,1.16E-09,,,
,,,,1197.0201,1.13E-09,,,
,,,,1198.0201,1.10E-09,,,
,,,,1199.0201,1.07E-09,,,
,,,,1200.0201,1.04E-09,,,
,,,,1201.0201,1.02E-09,,,
,,,,1202.0201,9.90E-10,,,
,,,,1203.0201,9.63E-10,,,
,,,,1204.0201,9.37E-10,,,
,,,,1205.0201,9.12E-10,,,
,,,,1206.0201,8.88E-10,,,
,,,,1207.0201,8.64E-10,,,
,,,,1208.0201,8.41E-10,,,
,,,,1209.0201,8.18E-10,,,
,,,,1210.0201,7.96E-10,,,
,,,,1211.0201,7.75E-10,,,
,,,,1212.0201,7.54E-10,,,
,,,,1213.0201,7.34E-10,,,
,,,,1214.0201,7.14E-10,,,
,,,,1215.0201,6.95E-10,,,
,,,,1216.0201,6.76E-10,,,
,,,,1217.0201,6.58E-10,,,
,,,,1218.0201,6.40E-10,,,
,,,,1219.0201,6.23E-10,,,
,,,,1220.0201,6.06E-10,,,
,,,,1221.0201,5.90E-10,,,
,,,,1222.0201,5.74E-10,,,
,,,,1223.0201,5.58E-10,,,
,,,,1224.0201,5.43E-10,,,
,,,,1225.0201,5.28E-10,,,
,,,,1226.0201,5.14E-10,,,
,,,,1227.0201,5.00E-10,,,
,,,,1228.0201,4.86E-10,,,
,,,,1229.0201,4.73E-10,,,
,,,,1230.0201,4.60E-10,,,
,,,,1231.0201,4.48E-10,,,
,,,,1232.0201,4.35E-10,,,
,,,,1233.0201,4.23E-10,,,
,,,,1234.0201,4.12E-10,,,
,,,,1235.0201,4.01E-10,,,
,,,,1236.0201,3.90E-10,,,
,,,,1237.0201,3.79E-10,,,
,,,,1238.0201,3.69E-10,,,
,,,,1239.0201,3.59E-10,,,
,,,,1240.0201,3.49E-10,,,
,,,,1241.0201,3.39E-10,,,
,,,,1242.0201,3.30E-10,,,
,,,,1243.0201,3.21E-10,,,
,,,,1244.0201,3.12E-10,,,
,,,,1245.0201,3.03E-10,,,
,,,,1246.0201,2.95E-10,,,
,,,,1247.0201,2.87E-10,,,
,,,,1248.0201,2.79E-10,,,
,,,,1249.0201,2.71E-10,,,
,,,,1250.0201,2.64E-10,,,
,,,,1251.0201,2.56E-10,,,
,,,,1252.0201,2.49E-10,,,
,,,,1253.0201,2.42E-10,,,
,,,,1254.0201,2.36E-10,,,
,,,,1255.0201,2.29E-10,,,
,,,,1256.0201,2.23E-10,,,
,,,,1257.0201,2.17E-10,,,
,,,,1258.0201,2.11E-10,,,
,,,,1259.0201,2.05E-10,,,
,,,,1260.0201,1.99E-10,,,
,,,,1261.0201,1.93E-10,,,
,,,,1262.0201,1.88E-10,,,
,,,,1263.0201,1.83E-10,,,
,,,,1264.0201,1.78E-10,,,
,,,,1265.0201,1.73E-10,,,
,,,,1266.0201,1.68E-10,,,
,,,,1267.0201,1.63E-10,,,
,,,,1268.0201,1.59E-10,,,
,,,,1269.0201,1.54E-10,,,
,,,,1270.0201,1.50E-10,,,
,,,,1271.0201,1.46E-10,,,
,,,,1272.0201,1.42E-10,,,
,,,,1273.0201,1.38E-10,,,
